city,barangay,date,month,precipitation,temp_mean,temp_min,temp_max,heat_index,wind_speed,relative_humidity,zone,evacuation_status,household_members,zone_incident_count,tag_bedridden,tag_pwd,tag_senior_citizen,tag_pregnant,tag_infant,rainy_season,weather_risk,risk_score,risk_label
Cagayan de Oro,Kauswagan,2005-03-01,3,4.15,28.14,25.31,30.1,31.1,0.29,69.6,Zone 6,Unaccounted,10,0,1,1,0,1,0,0,,100,HIGH
Cagayan de Oro,Kauswagan,2005-12-02,12,9.25,28.66,26.52,31.0,32.89,3.25,82.3,Zone 5,Unaccounted,3,2,0,0,0,0,0,1,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2021-11-22,11,8.53,27.04,25.02,30.12,31.56,0.38,85.2,Zone 3,Evacuated,1,1,0,0,0,0,0,1,Medium,84,HIGH
Cagayan de Oro,Kauswagan,2017-08-04,8,11.37,27.92,25.01,31.53,31.71,2.91,77.9,Zone 3,Safe,9,1,0,0,0,0,0,1,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2014-12-19,12,6.56,27.16,24.37,30.94,31.84,0.96,86.8,Zone 3,Evacuated,2,0,0,1,1,1,0,1,,99,HIGH
Cagayan de Oro,Kauswagan,2009-12-01,12,9.48,28.18,25.3,31.13,32.41,1.55,82.3,Zone 3,Safe,6,0,0,0,0,0,0,1,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2004-04-14,4,1.36,27.24,24.73,30.49,31.28,2.14,80.4,Zone 3,Evacuated,2,0,0,0,0,0,0,0,,65,MEDIUM
Cagayan de Oro,Kauswagan,2010-10-04,10,8.4,27.18,23.7,29.52,30.81,3.54,76.3,Zone 5,Evacuated,3,3,0,0,0,0,0,1,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2021-04-12,4,6.25,26.32,24.14,27.93,30.19,3.95,78.7,Zone 3,Safe,1,0,1,0,1,0,1,1,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2021-01-13,1,5.07,26.39,24.03,30.18,30.09,3.7,77.0,Zone 2,Unaccounted,1,0,0,0,0,0,0,1,Medium,75,HIGH
Cagayan de Oro,Kauswagan,2011-08-16,8,12.76,27.84,26.25,31.08,32.45,1.88,86.1,Zone 1,Safe,8,1,0,1,0,0,0,1,Medium,68,MEDIUM
Cagayan de Oro,Kauswagan,2009-12-07,12,5.32,27.08,24.44,29.3,31.13,2.66,80.5,Zone 3,Safe,6,2,0,0,0,0,0,1,,100,HIGH
Cagayan de Oro,Kauswagan,2017-07-16,7,11.3,28.41,26.16,32.03,32.51,2.68,81.0,Zone 3,Safe,6,1,0,0,0,0,0,1,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2003-06-27,6,7.86,28.2,26.55,30.23,32.72,0.16,85.2,Zone 3,Safe,5,1,0,0,0,0,0,1,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2017-05-04,5,5.18,30.69,28.12,32.65,34.28,1.63,75.9,Zone 5,Safe,3,1,0,1,0,0,0,1,,100,HIGH
Cagayan de Oro,Kauswagan,2010-04-26,4,3.89,29.54,27.42,33.18,32.35,5.5,68.1,Zone 6,Safe,1,0,0,0,0,1,0,0,High,71,HIGH
Cagayan de Oro,Kauswagan,2014-11-02,11,11.36,28.0,26.01,31.09,32.05,5.04,80.5,Zone 6,Unaccounted,9,3,0,1,0,0,0,1,High,100,HIGH
Cagayan de Oro,Kauswagan,2006-01-05,1,11.73,27.97,26.29,30.45,31.58,1.72,76.1,Zone 3,Safe,3,1,0,0,0,0,0,1,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2017-11-11,11,10.09,27.83,25.66,31.52,33.17,5.1,93.4,Zone 4,Safe,9,1,1,1,0,0,0,1,High,81,HIGH
Cagayan de Oro,Kauswagan,2021-03-19,3,4.74,28.62,25.58,30.9,32.15,0.38,75.3,Zone 2,Safe,4,3,0,0,0,0,0,0,,65,MEDIUM
Cagayan de Oro,Kauswagan,2008-11-26,11,12.96,27.28,24.19,30.99,31.4,4.34,81.2,Zone 6,Safe,6,1,0,0,0,0,0,1,Medium,78,HIGH
Cagayan de Oro,Kauswagan,2017-05-15,5,4.74,30.13,26.85,33.37,33.9,3.03,77.7,Zone 6,Safe,8,0,0,1,0,0,1,0,Medium,84,HIGH
Cagayan de Oro,Kauswagan,2020-12-25,12,6.13,26.66,25.15,28.63,30.72,4.05,80.6,Zone 5,Evacuated,3,0,1,1,0,0,0,1,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2006-06-17,6,10.73,26.95,24.41,30.72,30.66,2.15,77.1,Zone 3,Evacuated,6,1,0,0,0,0,0,1,Medium,93,HIGH
Cagayan de Oro,Kauswagan,2016-02-17,2,3.88,27.08,25.16,29.51,31.35,2.44,82.7,Zone 5,Safe,2,1,0,0,0,1,1,0,,100,HIGH
Cagayan de Oro,Kauswagan,2008-12-16,12,13.33,28.12,25.21,29.86,31.98,4.85,78.6,Zone 5,Safe,1,1,0,1,1,0,0,1,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2022-08-18,8,8.09,27.99,24.77,29.66,32.81,1.59,88.2,Zone 1,Unaccounted,10,3,0,0,0,0,1,1,Medium,95,HIGH
Cagayan de Oro,Kauswagan,2019-08-06,8,8.95,28.06,26.01,31.96,32.56,2.27,85.0,Zone 5,Safe,1,2,0,1,1,0,1,1,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2003-08-06,8,7.35,27.79,26.18,30.67,32.25,0.9,84.6,Zone 5,Evacuated,9,1,0,1,1,0,1,1,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2011-03-02,3,3.45,27.65,25.97,29.85,30.84,1.62,71.9,Zone 3,Unaccounted,4,1,1,0,0,1,1,0,,100,HIGH
Cagayan de Oro,Kauswagan,2021-07-12,7,11.86,27.54,24.84,29.53,31.68,2.96,81.4,Zone 1,Safe,3,2,0,1,0,0,0,1,Medium,66,MEDIUM
Cagayan de Oro,Kauswagan,2009-01-21,1,10.56,27.04,23.58,29.23,30.93,2.54,78.9,Zone 6,Evacuated,3,0,0,0,0,0,0,1,Medium,52,MEDIUM
Cagayan de Oro,Kauswagan,2018-12-15,12,5.34,26.57,24.35,30.4,30.35,1.23,77.8,Zone 6,Evacuated,2,0,1,0,0,0,0,1,,55,MEDIUM
Cagayan de Oro,Kauswagan,2005-03-17,3,4.13,27.72,25.38,31.44,31.09,2.16,73.7,Zone 6,Safe,7,0,1,0,0,0,0,0,,71,HIGH
Cagayan de Oro,Kauswagan,2022-06-23,6,18.5,28.25,26.29,31.82,32.09,2.1,78.4,Zone 3,Safe,6,1,0,0,0,0,1,1,High,100,HIGH
Cagayan de Oro,Kauswagan,2007-09-08,9,8.03,27.19,24.15,30.4,31.81,2.45,86.2,Zone 3,Evacuated,10,1,1,0,0,0,0,1,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2015-08-10,8,14.39,28.5,25.27,30.1,33.11,2.48,86.1,Zone 5,Unaccounted,10,2,1,0,0,0,0,1,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2010-01-09,1,14.43,27.45,24.27,30.8,31.65,3.45,82.0,Zone 4,Unaccounted,2,1,0,0,0,0,0,1,Medium,59,MEDIUM
Cagayan de Oro,Kauswagan,2005-03-19,3,11.58,28.36,25.26,30.37,31.38,3.78,70.2,Zone 1,Safe,8,0,0,0,0,0,0,1,Medium,52,MEDIUM
Cagayan de Oro,Kauswagan,2014-07-18,7,13.76,28.37,24.93,30.91,32.88,2.16,85.1,Zone 6,Unaccounted,7,1,1,0,0,1,0,1,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2015-04-23,4,6.55,29.93,26.57,31.64,33.26,5.28,73.3,Zone 4,Safe,7,0,0,0,0,0,0,1,High,52,MEDIUM
Cagayan de Oro,Kauswagan,2011-10-10,10,14.25,27.41,25.31,29.0,31.87,4.26,84.6,Zone 1,Unaccounted,7,3,0,0,0,0,1,1,Medium,94,HIGH
Cagayan de Oro,Kauswagan,2010-04-23,4,4.15,29.16,26.52,31.52,33.17,0.08,80.1,Zone 5,Safe,10,0,0,0,0,0,0,0,,94,HIGH
Cagayan de Oro,Kauswagan,2008-03-28,3,6.88,27.03,24.76,29.61,31.09,3.41,80.6,Zone 5,Unaccounted,2,0,0,0,0,0,0,1,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2016-04-26,4,15.24,29.16,26.33,32.96,32.36,1.53,72.0,Zone 5,Evacuated,9,1,0,0,0,0,0,1,High,100,HIGH
Cagayan de Oro,Kauswagan,2019-03-04,3,7.24,27.65,24.45,30.74,31.68,1.44,80.3,Zone 3,Unaccounted,9,1,1,0,1,0,1,1,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2007-10-14,10,9.02,26.58,23.8,29.89,30.54,2.22,79.6,Zone 5,Unaccounted,2,2,0,0,0,1,0,1,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2009-05-08,5,6.67,29.02,26.4,32.53,33.86,2.22,88.4,Zone 6,Unaccounted,5,3,0,1,1,1,0,1,,100,HIGH
Cagayan de Oro,Kauswagan,2020-01-12,1,10.63,26.18,24.21,28.29,29.95,2.86,77.7,Zone 3,Unaccounted,1,2,0,0,0,0,0,1,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2014-02-23,2,4.78,27.08,23.88,29.9,30.49,3.44,74.1,Zone 1,Safe,6,3,0,0,0,0,0,0,Medium,59,MEDIUM
Cagayan de Oro,Kauswagan,2015-08-25,8,18.91,26.73,23.4,29.64,31.3,3.52,85.7,Zone 2,Safe,6,2,0,0,0,0,0,1,High,86,HIGH
Cagayan de Oro,Kauswagan,2011-12-24,12,11.49,28.11,25.17,31.97,32.55,2.56,84.4,Zone 6,Unaccounted,6,3,0,0,0,0,0,1,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2014-04-14,4,3.43,28.83,26.2,32.81,31.84,2.32,70.1,Zone 3,Safe,7,3,0,0,0,0,1,0,,100,HIGH
Cagayan de Oro,Kauswagan,2005-07-26,7,6.87,28.22,25.86,31.98,32.95,2.04,87.3,Zone 5,Safe,3,1,0,0,0,0,0,1,,100,HIGH
Cagayan de Oro,Kauswagan,2003-09-23,9,8.73,27.11,24.46,30.92,32.16,1.82,90.5,Zone 3,Unaccounted,5,1,0,1,0,1,0,1,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2013-10-05,10,9.99,27.25,24.18,29.68,31.44,2.53,81.9,Zone 3,Safe,5,3,0,0,0,0,0,1,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2017-04-01,4,9.89,28.65,25.41,30.84,32.19,2.72,75.4,Zone 5,Safe,10,3,0,0,0,0,0,1,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2012-07-04,7,6.99,26.7,25.09,29.87,31.09,0.95,83.9,Zone 3,Safe,9,1,0,0,0,0,0,1,,100,HIGH
Cagayan de Oro,Kauswagan,2006-03-14,3,14.31,27.84,25.74,30.13,31.33,0.74,74.9,Zone 3,Safe,1,0,0,0,0,0,0,1,Medium,93,HIGH
Cagayan de Oro,Kauswagan,2017-11-25,11,9.11,27.23,25.28,31.13,32.06,0.0,88.3,Zone 6,Evacuated,1,1,1,0,0,0,0,1,Medium,66,MEDIUM
Cagayan de Oro,Kauswagan,2014-08-17,8,9.23,27.55,24.21,29.41,32.19,1.22,86.4,Zone 3,Safe,6,2,0,0,0,0,0,1,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2013-09-09,9,12.67,26.43,24.62,28.84,30.44,2.96,80.1,Zone 3,Unaccounted,5,2,0,0,0,0,0,1,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2017-09-26,9,9.79,25.66,23.64,29.27,30.69,4.88,90.3,Zone 5,Evacuated,8,1,0,0,0,0,0,1,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2003-11-06,11,7.95,27.2,24.32,29.73,31.32,3.29,81.2,Zone 3,Safe,3,1,0,0,0,0,0,1,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2021-08-05,8,11.64,27.95,25.59,31.15,32.43,1.64,84.8,Zone 5,Safe,4,1,0,0,0,0,0,1,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2004-01-21,1,6.26,27.5,24.15,30.57,30.8,2.08,73.0,Zone 6,Safe,3,2,1,1,0,0,1,1,,100,HIGH
Cagayan de Oro,Kauswagan,2019-06-21,6,8.66,29.24,26.42,30.85,32.98,2.58,77.4,Zone 2,Safe,3,1,0,1,0,0,0,1,Medium,77,HIGH
Cagayan de Oro,Kauswagan,2008-02-10,2,5.73,27.03,24.89,30.19,31.3,2.01,82.7,Zone 3,Unaccounted,2,0,0,1,0,0,0,1,,100,HIGH
Cagayan de Oro,Kauswagan,2006-10-23,10,19.6,26.52,23.48,28.56,31.01,2.0,84.9,Zone 6,Safe,2,1,0,0,0,0,0,1,High,79,HIGH
Cagayan de Oro,Kauswagan,2006-01-07,1,8.55,29.47,27.57,32.53,33.13,2.25,76.6,Zone 3,Safe,3,0,0,0,0,0,0,1,Medium,97,HIGH
Cagayan de Oro,Kauswagan,2022-12-01,12,9.99,27.71,24.92,30.65,31.91,5.26,82.0,Zone 5,Evacuated,8,1,0,0,0,0,0,1,High,100,HIGH
Cagayan de Oro,Kauswagan,2022-12-12,12,7.16,28.03,25.83,31.76,32.27,4.75,82.4,Zone 6,Evacuated,4,2,0,0,0,0,0,1,Medium,65,MEDIUM
Cagayan de Oro,Kauswagan,2017-03-21,3,5.68,27.65,25.7,30.69,31.55,2.48,79.0,Zone 3,Unaccounted,10,1,0,0,0,0,0,1,,100,HIGH
Cagayan de Oro,Kauswagan,2018-06-28,6,8.09,29.29,26.41,32.86,32.66,2.74,73.7,Zone 3,Evacuated,4,2,0,0,0,0,0,1,Medium,95,HIGH
Cagayan de Oro,Kauswagan,2016-04-14,4,5.37,29.26,27.59,31.64,32.9,4.42,76.4,Zone 2,Safe,7,0,0,0,0,0,0,1,Medium,68,MEDIUM
Cagayan de Oro,Kauswagan,2019-08-02,8,10.11,27.0,25.13,30.02,31.7,5.12,87.0,Zone 5,Evacuated,2,2,0,1,0,1,0,1,High,100,HIGH
Cagayan de Oro,Kauswagan,2003-01-04,1,9.73,27.62,25.14,29.51,31.74,2.09,81.2,Zone 5,Safe,9,0,0,1,1,0,1,1,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2018-02-28,2,7.51,27.69,24.86,31.29,30.52,3.36,68.3,Zone 5,Safe,5,0,0,0,0,0,0,1,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2009-07-16,7,9.63,28.54,26.39,31.92,32.52,3.32,79.8,Zone 6,Safe,4,3,1,1,0,0,1,1,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2003-12-17,12,10.09,28.17,25.4,31.56,31.82,2.63,76.5,Zone 4,Safe,3,0,0,1,1,0,1,1,Medium,62,MEDIUM
Cagayan de Oro,Kauswagan,2008-11-22,11,9.0,28.18,26.32,32.08,32.47,0.0,82.9,Zone 6,Safe,7,1,0,1,1,0,0,1,Medium,98,HIGH
Cagayan de Oro,Kauswagan,2004-06-21,6,6.61,28.88,25.58,30.99,32.88,4.21,80.0,Zone 6,Unaccounted,8,3,0,0,0,0,0,1,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2020-11-04,11,8.94,27.38,25.77,29.87,31.49,1.29,81.1,Zone 5,Evacuated,5,1,0,0,0,0,0,1,Medium,95,HIGH
Cagayan de Oro,Kauswagan,2013-08-22,8,17.85,27.26,25.3,30.16,31.97,1.87,87.1,Zone 5,Safe,2,2,0,0,0,0,0,1,High,100,HIGH
Cagayan de Oro,Kauswagan,2005-01-22,1,4.1,26.88,24.94,29.34,30.18,1.91,73.0,Zone 5,Safe,1,0,0,0,0,0,0,0,,82,HIGH
Cagayan de Oro,Kauswagan,2021-07-08,7,22.84,27.57,24.41,30.25,32.3,2.67,87.3,Zone 4,Safe,2,1,0,0,0,0,0,1,High,49,MEDIUM
Cagayan de Oro,Kauswagan,2014-08-02,8,8.12,27.43,25.29,30.35,31.88,1.76,84.5,Zone 1,Evacuated,2,1,0,0,0,0,0,1,Medium,33,LOW
Cagayan de Oro,Kauswagan,2005-12-09,12,7.93,25.77,24.12,29.19,30.33,0.61,85.6,Zone 2,Evacuated,6,0,0,0,0,0,0,1,Medium,51,MEDIUM
Cagayan de Oro,Kauswagan,2021-11-03,11,8.12,27.45,24.51,30.43,31.85,3.83,84.0,Zone 4,Safe,6,1,0,0,0,0,0,1,Medium,48,MEDIUM
Cagayan de Oro,Kauswagan,2018-03-02,3,11.97,29.67,26.56,33.2,33.49,2.15,78.2,Zone 5,Safe,3,0,0,0,0,0,0,1,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2022-01-03,1,8.16,27.06,23.83,29.8,30.27,0.0,72.1,Zone 4,Safe,2,0,0,0,0,0,0,1,Medium,35,LOW
Cagayan de Oro,Kauswagan,2010-04-19,4,3.26,27.67,24.67,30.24,30.02,4.26,63.5,Zone 5,Unaccounted,7,0,0,0,0,1,0,0,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2021-07-02,7,10.88,28.39,24.98,31.08,32.81,2.02,84.2,Zone 6,Safe,7,1,0,0,0,0,0,1,Medium,80,HIGH
Cagayan de Oro,Kauswagan,2022-02-26,2,4.57,27.37,23.9,29.33,30.83,0.0,74.6,Zone 6,Safe,7,1,0,0,0,0,0,0,,65,MEDIUM
Cagayan de Oro,Kauswagan,2021-06-23,6,7.38,29.38,25.95,32.22,34.08,2.56,87.0,Zone 5,Safe,9,1,0,0,0,0,0,1,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2021-11-07,11,7.41,27.31,24.01,30.56,31.03,5.02,77.2,Zone 5,Safe,2,2,0,0,0,1,0,1,High,100,HIGH
Cagayan de Oro,Kauswagan,2009-06-10,6,9.98,28.56,27.0,31.34,32.73,3.44,81.7,Zone 3,Evacuated,10,2,0,0,0,0,0,1,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2004-02-05,2,5.7,28.02,26.2,30.99,31.52,3.48,75.0,Zone 2,Safe,1,1,0,0,0,0,0,1,Medium,63,MEDIUM
Cagayan de Oro,Kauswagan,2012-07-09,7,7.01,28.19,25.56,30.83,32.79,3.66,86.0,Zone 6,Unaccounted,8,1,0,0,0,0,0,1,Medium,99,HIGH
Cagayan de Oro,Kauswagan,2020-03-14,3,4.71,25.09,22.66,27.36,28.79,0.75,77.0,Zone 3,Safe,7,0,0,0,0,0,0,0,,89,HIGH
Cagayan de Oro,Kauswagan,2017-08-19,8,7.2,27.82,24.47,31.53,32.03,0.68,82.1,Zone 2,Safe,4,1,0,0,0,0,0,1,Medium,68,MEDIUM
Cagayan de Oro,Kauswagan,2011-12-02,12,8.31,28.46,25.24,30.04,32.47,4.15,80.1,Zone 4,Safe,6,0,0,0,0,0,0,1,Medium,42,MEDIUM
Cagayan de Oro,Kauswagan,2021-04-02,4,9.52,28.3,25.32,32.24,30.82,0.63,65.2,Zone 5,Safe,10,0,0,0,0,0,0,1,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2021-02-04,2,3.22,26.96,24.16,28.8,30.16,1.72,72.0,Zone 5,Evacuated,4,0,0,0,0,0,0,0,,72,HIGH
Cagayan de Oro,Kauswagan,2017-06-19,6,11.02,29.48,26.54,31.43,33.69,2.66,82.1,Zone 3,Safe,3,1,0,0,0,0,0,1,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2016-11-07,11,12.83,28.28,26.18,32.25,32.52,0.82,82.4,Zone 6,Unaccounted,10,1,0,0,0,0,1,1,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2013-10-25,10,10.02,28.87,26.15,31.24,33.07,3.44,82.0,Zone 5,Safe,7,1,0,0,1,1,1,1,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2011-04-10,4,4.3,29.53,26.46,33.01,32.87,2.18,73.4,Zone 3,Safe,2,0,0,1,1,0,1,0,,100,HIGH
Cagayan de Oro,Kauswagan,2011-04-27,4,1.89,28.53,26.48,31.16,31.11,0.92,65.8,Zone 5,Safe,5,2,0,0,0,0,0,0,,100,HIGH
Cagayan de Oro,Kauswagan,2020-09-25,9,11.98,27.45,25.61,29.51,32.03,3.05,85.8,Zone 1,Safe,9,1,0,0,0,1,0,1,Medium,66,MEDIUM
Cagayan de Oro,Kauswagan,2021-12-07,12,10.68,26.23,23.39,29.06,29.35,1.28,71.2,Zone 6,Evacuated,9,0,1,1,0,0,1,1,Medium,89,HIGH
Cagayan de Oro,Kauswagan,2021-02-01,2,5.76,27.93,25.54,29.58,31.27,2.42,73.4,Zone 5,Safe,8,1,0,0,0,0,0,1,,100,HIGH
Cagayan de Oro,Kauswagan,2019-05-28,5,4.8,28.6,26.4,30.82,31.77,2.23,71.7,Zone 2,Evacuated,7,0,0,0,0,0,0,0,,38,LOW
Cagayan de Oro,Kauswagan,2007-10-05,10,8.0,26.78,25.21,28.31,31.1,4.13,83.2,Zone 4,Safe,10,1,0,0,0,0,0,1,Medium,51,MEDIUM
Cagayan de Oro,Kauswagan,2022-02-05,2,3.79,27.35,25.4,28.99,31.72,2.87,83.7,Zone 5,Safe,6,0,0,1,0,1,0,0,,100,HIGH
Cagayan de Oro,Kauswagan,2015-06-28,6,8.57,28.2,24.97,31.02,32.94,1.57,87.4,Zone 4,Safe,4,1,0,0,0,0,0,1,Medium,44,MEDIUM
Cagayan de Oro,Kauswagan,2018-11-27,11,11.53,30.05,26.62,32.94,34.42,2.38,83.7,Zone 3,Safe,2,3,1,0,0,0,0,1,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2014-05-23,5,3.87,29.05,26.44,31.02,33.81,2.64,87.6,Zone 3,Evacuated,7,0,0,0,0,0,0,0,,74,HIGH
Cagayan de Oro,Kauswagan,2020-04-18,4,2.61,29.64,27.4,33.35,32.9,4.43,72.6,Zone 2,Safe,3,0,0,0,0,0,0,0,Medium,53,MEDIUM
Cagayan de Oro,Kauswagan,2007-11-24,11,6.0,27.29,25.72,29.41,30.9,0.0,76.1,Zone 3,Safe,5,1,0,0,0,0,0,1,,99,HIGH
Cagayan de Oro,Kauswagan,2003-11-04,11,9.45,27.2,25.1,30.36,31.88,0.43,86.8,Zone 5,Evacuated,7,1,0,0,0,1,0,1,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2003-09-27,9,14.76,28.3,26.73,31.78,32.83,0.0,85.3,Zone 5,Unaccounted,6,2,0,0,1,0,1,1,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2021-07-25,7,13.26,27.13,23.71,29.01,31.39,4.25,82.6,Zone 3,Unaccounted,2,2,1,0,1,1,0,1,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2009-08-09,8,7.62,27.57,24.08,29.83,32.74,5.15,91.7,Zone 2,Unaccounted,1,1,0,0,1,0,0,1,High,97,HIGH
Cagayan de Oro,Kauswagan,2008-01-06,1,6.89,27.9,24.77,30.92,32.23,1.73,83.3,Zone 3,Safe,7,0,0,0,0,0,0,1,,97,HIGH
Cagayan de Oro,Kauswagan,2008-06-24,6,12.24,29.42,27.52,31.25,33.03,3.04,76.1,Zone 3,Unaccounted,10,2,0,0,0,0,0,1,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2013-01-05,1,7.4,27.6,25.3,31.58,31.45,2.11,78.5,Zone 3,Safe,1,0,0,0,0,0,0,1,Medium,93,HIGH
Cagayan de Oro,Kauswagan,2017-05-14,5,6.98,30.47,28.09,33.81,33.78,1.51,73.1,Zone 5,Safe,7,1,0,0,0,0,0,1,,100,HIGH
Cagayan de Oro,Kauswagan,2016-01-15,1,7.4,27.12,25.34,29.82,30.94,3.94,78.2,Zone 5,Evacuated,6,0,0,1,0,0,0,1,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2014-05-21,5,4.02,29.94,28.02,31.64,33.42,2.74,74.8,Zone 6,Unaccounted,4,1,0,0,1,0,0,0,,85,HIGH
Cagayan de Oro,Kauswagan,2010-08-06,8,8.41,29.33,27.77,31.51,34.4,0.93,90.7,Zone 6,Unaccounted,3,1,0,0,0,1,0,1,Medium,99,HIGH
Cagayan de Oro,Kauswagan,2021-02-26,2,4.12,28.09,24.97,31.58,31.61,3.95,75.2,Zone 3,Unaccounted,1,0,0,1,0,0,0,0,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2007-11-26,11,13.58,25.67,23.58,29.37,30.51,3.56,88.4,Zone 5,Safe,7,3,0,0,0,0,0,1,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2006-09-15,9,6.24,26.79,23.63,29.48,31.73,2.48,89.4,Zone 5,Evacuated,8,1,0,0,0,0,0,1,,93,HIGH
Cagayan de Oro,Kauswagan,2022-02-20,2,3.99,28.29,24.92,30.25,31.74,3.0,74.5,Zone 5,Safe,7,0,0,0,0,0,1,0,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2018-08-05,8,7.99,27.57,24.81,29.92,31.93,2.22,83.6,Zone 5,Unaccounted,2,1,0,0,0,0,0,1,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2021-01-26,1,3.28,27.46,24.4,29.82,31.48,0.9,80.2,Zone 1,Safe,9,0,0,0,0,0,0,0,,37,LOW
Cagayan de Oro,Kauswagan,2007-09-24,9,15.26,27.42,24.03,30.13,31.68,2.23,82.6,Zone 3,Evacuated,8,1,1,1,0,1,0,1,High,100,HIGH
Cagayan de Oro,Kauswagan,2004-02-03,2,4.81,27.02,25.28,29.66,30.59,1.91,75.7,Zone 2,Safe,4,1,0,0,1,1,1,0,,76,HIGH
Cagayan de Oro,Kauswagan,2005-10-02,10,12.31,26.68,24.27,28.3,30.61,1.69,79.3,Zone 5,Unaccounted,5,2,0,1,0,0,1,1,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2021-06-04,6,10.18,27.16,23.72,30.2,30.59,2.4,74.3,Zone 5,Evacuated,3,1,1,0,0,0,0,1,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2008-08-04,8,10.79,27.24,25.39,31.0,32.17,2.71,89.3,Zone 6,Unaccounted,5,1,0,1,0,0,0,1,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2014-03-01,3,5.45,26.75,23.54,28.62,30.42,1.82,76.7,Zone 5,Safe,3,0,0,0,0,0,0,1,,94,HIGH
Cagayan de Oro,Kauswagan,2015-05-19,5,12.02,29.98,26.78,31.96,34.14,4.84,81.6,Zone 1,Safe,1,1,0,1,1,0,0,1,Medium,64,MEDIUM
Cagayan de Oro,Kauswagan,2017-05-10,5,5.44,29.55,26.3,33.13,33.48,0.88,79.3,Zone 3,Safe,9,0,0,0,1,0,0,1,,100,HIGH
Cagayan de Oro,Kauswagan,2017-01-09,1,8.8,26.52,24.98,28.44,29.94,1.39,74.2,Zone 5,Unaccounted,10,1,1,0,1,0,0,1,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2013-10-25,10,12.52,26.94,25.06,30.14,31.48,1.72,85.4,Zone 6,Safe,10,2,0,0,0,0,0,1,Medium,87,HIGH
Cagayan de Oro,Kauswagan,2009-07-21,7,16.48,26.62,24.8,30.31,30.57,3.46,79.5,Zone 5,Evacuated,7,1,0,0,0,0,0,1,High,100,HIGH
Cagayan de Oro,Kauswagan,2013-08-16,8,7.72,26.06,22.97,27.96,29.54,4.26,74.8,Zone 3,Safe,3,1,0,0,0,0,0,1,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2020-07-12,7,8.62,26.75,25.08,30.27,30.93,3.07,81.8,Zone 2,Safe,6,1,1,1,1,0,0,1,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2016-02-11,2,8.19,27.42,25.48,29.3,30.73,3.94,73.1,Zone 3,Safe,10,0,0,0,0,0,0,1,Medium,100,HIGH
