MonsoonIntensity,TopographyDrainage,RiverManagement,Deforestation,Urbanization,ClimateChange,DamsQuality,Siltation,AgriculturalPractices,Encroachments,IneffectiveDisasterPreparedness,DrainageSystems,CoastalVulnerability,Landslides,Watersheds,DeterioratingInfrastructure,PopulationScore,WetlandLoss,InadequatePlanning,PoliticalFactors,FloodProbability,flood_risk_label
5,8,8,8,5,4,8,3,2,3,4,9,5,9,8,8,6,7,2,10,0.4587,MEDIUM
2,9,10,9,8,6,6,8,10,9,4,3,3,10,1,1,1,6,10,1,0.4823,MEDIUM
6,5,6,2,8,4,7,6,9,6,5,1,6,10,2,10,4,5,5,3,0.5569,MEDIUM
5,7,3,8,2,3,4,10,4,4,1,7,6,4,4,6,4,6,10,8,0.5156,MEDIUM
6,10,9,1,10,7,3,9,3,2,10,7,1,9,8,9,8,6,8,9,0.6132,HIGH
9,3,8,4,8,7,4,1,10,8,8,4,10,9,4,7,7,7,1,10,0.78,HIGH
8,10,8,9,6,6,1,1,5,5,6,1,8,3,10,7,3,10,1,2,0.4965,MEDIUM
1,8,10,4,3,3,7,6,3,8,9,3,6,5,7,4,1,6,10,5,0.4038,MEDIUM
2,6,7,8,2,2,8,8,6,4,10,9,8,3,5,6,9,2,10,9,0.5158,MEDIUM
8,1,9,9,5,1,8,6,6,4,9,1,6,4,7,6,10,8,3,7,0.5966,MEDIUM
9,4,10,6,1,8,1,6,2,4,1,7,10,7,8,3,2,3,9,2,0.4205,MEDIUM
6,7,9,4,9,8,1,3,8,9,6,4,8,10,9,3,2,5,10,3,0.6218,HIGH
5,2,4,8,2,8,4,1,7,4,10,1,9,6,9,4,1,7,9,5,0.5703,MEDIUM
9,4,7,9,2,7,8,3,4,9,7,7,6,7,1,7,8,8,6,6,0.6088,HIGH
10,6,8,4,6,5,2,1,6,8,8,3,6,1,5,1,3,6,9,10,0.5544,MEDIUM
9,9,2,1,9,6,6,9,8,3,4,6,8,9,5,6,8,3,1,9,0.5724,MEDIUM
1,3,5,2,1,5,2,6,1,8,5,10,4,2,7,7,1,9,2,7,0.4169,MEDIUM
2,2,6,6,7,7,2,4,5,1,5,8,6,1,1,1,5,6,9,5,0.4531,MEDIUM
1,9,10,3,3,8,1,7,10,10,1,7,5,10,5,10,4,6,7,6,0.4999,MEDIUM
9,1,4,7,4,9,4,7,5,8,3,3,5,6,6,9,2,8,1,9,0.5615,MEDIUM
4,4,6,2,5,3,5,5,10,7,7,4,10,1,1,1,5,6,4,10,0.5454,MEDIUM
9,1,5,9,9,7,8,3,6,2,5,1,10,7,2,8,1,10,10,9,0.7145,HIGH
8,4,2,8,1,10,9,2,7,7,9,9,2,4,1,4,9,5,7,10,0.5905,MEDIUM
2,3,9,2,6,1,2,7,5,6,5,7,7,3,6,8,4,2,3,6,0.4836,MEDIUM
4,7,2,3,8,7,10,9,8,7,3,3,10,6,8,10,5,8,5,6,0.5776,MEDIUM
1,9,1,10,9,10,8,2,8,4,4,2,6,8,2,7,1,5,3,7,0.5712,MEDIUM
2,5,5,8,2,7,6,1,5,5,2,6,3,7,5,5,6,9,3,10,0.4174,MEDIUM
7,10,5,6,5,2,10,2,4,8,9,1,5,10,9,8,7,3,1,10,0.4678,MEDIUM
4,9,4,8,4,10,7,6,3,5,3,8,7,1,8,5,2,5,7,5,0.4389,MEDIUM
5,1,3,7,2,4,6,4,5,3,6,6,6,7,2,9,4,3,7,3,0.5451,MEDIUM
2,4,9,5,2,6,6,2,1,10,6,5,3,6,3,8,6,1,6,7,0.4271,MEDIUM
9,9,1,9,5,9,3,1,8,3,8,2,3,7,4,4,5,1,3,10,0.5582,MEDIUM
4,8,9,2,4,3,7,8,3,8,4,4,3,7,3,8,8,7,8,5,0.4171,MEDIUM
7,10,6,9,9,2,10,5,7,9,8,8,5,10,3,10,5,5,10,10,0.5913,MEDIUM
4,2,4,7,8,6,8,3,7,7,9,5,10,1,6,4,7,7,8,9,0.6301,HIGH
4,3,1,4,2,7,2,4,2,8,8,10,1,6,4,5,1,4,9,9,0.5175,MEDIUM
4,4,4,2,6,2,9,1,2,7,7,5,9,1,3,4,7,3,9,1,0.4367,MEDIUM
2,10,4,9,9,10,6,4,2,2,6,5,4,10,8,9,2,6,8,4,0.4964,MEDIUM
5,2,6,10,2,1,7,7,1,9,7,3,4,7,6,1,5,7,1,3,0.4503,MEDIUM
7,3,3,5,8,9,10,3,3,6,2,9,3,7,2,4,6,1,7,3,0.4291,MEDIUM
2,1,9,5,1,2,6,8,10,10,8,1,7,3,10,9,2,1,10,10,0.5613,MEDIUM
8,6,3,7,9,7,7,6,1,9,4,7,9,2,7,9,3,2,5,1,0.5002,MEDIUM
8,4,8,4,1,9,8,2,5,4,10,1,4,10,1,10,3,1,1,6,0.5252,MEDIUM
7,3,7,1,8,1,3,5,8,5,9,6,8,10,9,9,9,10,3,2,0.5456,MEDIUM
4,3,8,4,9,2,6,3,3,10,4,3,3,10,8,3,6,5,1,2,0.3361,LOW
5,10,4,9,5,8,6,5,4,2,9,9,7,5,6,10,5,8,9,1,0.555,MEDIUM
1,8,10,3,5,7,4,7,7,10,9,4,8,6,6,6,1,5,6,9,0.4975,MEDIUM
4,9,8,6,1,1,8,8,1,10,10,1,4,2,8,3,2,2,4,6,0.3266,LOW
10,9,1,5,4,4,4,2,6,7,10,7,5,1,2,1,2,5,7,1,0.4833,MEDIUM
2,10,4,4,6,3,1,7,3,3,7,1,10,4,2,7,5,3,7,7,0.5121,MEDIUM
4,4,2,7,2,5,1,9,3,4,2,1,2,8,2,8,2,10,10,5,0.6313,HIGH
6,8,5,1,6,2,10,10,6,1,9,2,10,1,1,6,7,8,4,6,0.5358,MEDIUM
3,7,4,6,10,6,2,8,7,4,6,3,5,2,4,1,3,3,9,7,0.5551,MEDIUM
8,2,1,7,7,6,7,1,3,5,10,3,4,6,8,8,8,5,2,5,0.4954,MEDIUM
10,1,6,8,2,8,6,4,3,3,8,10,10,8,6,3,7,2,6,9,0.5874,MEDIUM
8,9,10,9,10,2,7,9,4,2,8,2,6,2,2,2,5,3,5,2,0.466,MEDIUM
3,5,9,5,6,5,7,8,4,2,4,8,2,8,5,2,10,1,7,7,0.4019,MEDIUM
10,6,5,6,1,9,6,8,1,4,5,1,2,2,8,7,2,8,1,7,0.4613,MEDIUM
2,4,1,2,2,3,8,4,9,4,2,9,2,8,3,1,4,6,8,10,0.3567,MEDIUM
7,6,7,5,1,1,2,10,2,6,5,3,7,1,8,9,3,5,2,2,0.433,MEDIUM
7,5,4,5,3,5,2,2,5,8,6,5,7,7,3,5,9,3,3,4,0.4866,MEDIUM
1,7,5,3,2,2,7,9,5,7,1,4,9,10,6,2,6,10,3,4,0.3903,MEDIUM
5,7,7,6,3,2,8,5,7,5,6,4,4,2,7,5,10,6,1,7,0.3613,MEDIUM
1,6,5,2,2,4,8,2,4,5,7,4,2,1,8,9,10,1,8,9,0.439,MEDIUM
7,10,6,8,7,1,2,9,9,4,1,5,2,6,5,5,8,5,8,4,0.4804,MEDIUM
4,5,4,6,10,8,4,7,10,8,1,2,7,9,6,3,6,4,2,8,0.6558,HIGH
6,1,5,1,10,4,8,1,2,2,9,6,10,7,9,10,8,5,1,10,0.4897,MEDIUM
6,3,10,1,6,6,1,10,6,8,10,3,9,2,9,5,8,3,7,7,0.5039,MEDIUM
9,1,7,4,10,10,3,5,2,7,2,2,10,6,5,1,7,3,8,9,0.5665,MEDIUM
10,1,9,9,1,7,9,4,2,2,3,2,8,10,6,10,3,9,3,3,0.5605,MEDIUM
4,4,2,3,6,7,8,8,3,6,1,4,9,6,7,2,7,3,8,2,0.466,MEDIUM
5,2,4,5,3,8,8,4,3,4,6,8,4,8,5,3,2,5,3,1,0.3781,MEDIUM
10,5,3,1,8,10,4,8,5,2,6,9,8,2,10,10,5,3,6,1,0.5008,MEDIUM
6,10,3,6,4,1,10,6,6,9,8,8,10,10,4,7,5,3,8,4,0.5367,MEDIUM
8,10,6,8,3,4,9,2,7,2,3,10,3,2,4,6,2,2,2,4,0.3447,LOW
4,1,2,1,8,6,4,6,1,3,5,7,10,5,9,5,2,3,4,3,0.4913,MEDIUM
3,3,4,3,1,9,8,4,9,6,8,1,10,5,4,10,2,4,8,1,0.5301,MEDIUM
9,6,9,8,9,4,8,10,3,2,4,2,7,9,3,3,7,1,9,1,0.4636,MEDIUM
10,10,4,8,2,6,2,10,4,2,8,9,5,5,10,9,9,4,9,1,0.4946,MEDIUM
4,8,5,8,4,9,2,2,4,4,8,1,5,10,5,7,3,5,6,6,0.5604,MEDIUM
5,1,8,8,1,1,6,4,6,6,9,9,3,4,5,9,2,2,9,1,0.3837,MEDIUM
9,3,10,4,9,6,1,3,9,5,8,8,10,9,3,6,9,8,6,4,0.6006,HIGH
8,2,6,7,5,2,6,4,4,1,8,1,7,7,7,8,1,7,4,4,0.5138,MEDIUM
2,2,10,2,7,2,2,10,6,6,4,1,10,4,8,4,2,4,5,1,0.4481,MEDIUM
4,8,8,10,2,8,1,4,8,10,4,1,7,2,9,10,3,1,1,5,0.4846,MEDIUM
6,9,3,1,8,3,2,7,3,5,8,5,3,5,7,9,5,8,4,3,0.453,MEDIUM
6,6,1,7,6,3,10,10,1,6,4,7,8,10,2,3,1,8,3,1,0.4686,MEDIUM
10,6,8,9,10,1,4,6,6,1,9,2,10,10,7,9,5,5,6,7,0.5853,MEDIUM
6,8,9,2,8,5,5,3,1,6,5,1,6,2,6,6,7,8,5,1,0.4634,MEDIUM
10,3,1,2,7,8,6,10,10,4,1,1,2,4,5,2,5,1,6,9,0.597,MEDIUM
1,7,8,1,10,2,5,5,7,6,5,9,5,1,1,1,1,5,1,1,0.2428,LOW
5,7,5,6,5,10,8,7,9,4,5,9,8,6,3,6,7,1,5,9,0.4962,MEDIUM
10,10,3,5,7,7,3,6,8,7,1,2,4,9,1,8,10,6,2,2,0.5401,MEDIUM
9,2,3,2,7,6,3,6,1,9,2,6,10,6,10,1,5,4,2,6,0.4573,MEDIUM
1,8,2,8,5,2,7,5,8,8,7,4,2,1,4,3,4,2,10,8,0.4633,MEDIUM
7,8,1,3,6,5,7,2,7,9,5,5,5,7,10,7,5,6,9,10,0.4809,MEDIUM
3,5,5,2,9,4,3,9,2,2,4,8,3,5,5,8,10,3,10,8,0.4687,MEDIUM
6,10,2,5,5,9,10,5,1,1,10,5,7,6,9,5,7,4,10,3,0.421,MEDIUM
5,9,9,8,9,1,8,4,8,7,8,7,5,10,8,4,8,9,1,6,0.4916,MEDIUM
4,5,3,6,2,10,2,9,8,2,7,3,9,10,8,5,8,7,8,7,0.6472,HIGH
7,7,1,10,2,10,2,10,4,6,3,7,5,3,6,10,10,4,2,8,0.56,MEDIUM
7,10,8,1,9,6,7,8,6,10,2,1,6,7,4,10,7,8,1,5,0.5515,MEDIUM
5,8,8,8,2,5,1,6,8,8,1,3,6,1,2,6,6,5,5,10,0.5059,MEDIUM
5,1,10,10,9,6,8,6,3,6,7,4,8,5,5,9,5,6,6,6,0.5669,MEDIUM
8,7,7,4,4,6,5,3,1,6,1,10,6,4,1,8,3,8,8,3,0.5003,MEDIUM
9,3,8,7,10,6,9,9,8,1,9,10,5,3,7,7,1,4,7,7,0.5592,MEDIUM
10,9,1,3,8,7,5,5,9,3,10,5,4,6,1,1,8,10,7,2,0.5425,MEDIUM
7,6,4,8,8,8,9,5,3,5,8,2,7,5,10,2,10,2,7,4,0.5499,MEDIUM
7,10,6,1,8,3,6,10,3,6,1,2,7,10,2,6,7,10,8,9,0.6158,HIGH
1,8,10,9,3,4,1,8,1,1,9,2,4,4,5,10,1,3,4,8,0.393,MEDIUM
5,4,3,7,10,3,5,10,5,2,9,1,2,7,10,6,10,10,2,2,0.5994,MEDIUM
3,10,5,7,5,1,4,2,2,9,3,9,8,10,2,5,7,6,10,6,0.556,MEDIUM
2,2,3,1,4,4,10,1,6,10,7,7,7,10,5,3,4,10,5,4,0.4329,MEDIUM
9,4,8,6,5,3,9,9,5,7,4,8,8,4,5,9,6,1,4,1,0.4189,MEDIUM
3,8,8,3,2,8,10,4,2,7,3,6,1,6,6,4,3,7,8,10,0.4185,MEDIUM
10,3,5,5,9,4,8,3,7,9,8,8,10,4,9,9,10,5,10,2,0.6053,HIGH
3,9,7,8,3,9,8,8,5,8,9,7,10,2,1,5,1,8,7,3,0.5332,MEDIUM
10,7,10,7,6,3,5,2,6,8,4,2,9,1,3,1,5,1,5,2,0.447,MEDIUM
1,8,2,10,2,3,10,5,4,4,8,1,3,7,6,8,9,2,5,10,0.5101,MEDIUM
7,4,6,6,1,2,10,4,6,4,2,2,1,2,6,9,5,6,7,8,0.3747,MEDIUM
4,2,4,8,1,1,2,8,5,10,4,2,8,6,7,1,8,4,1,3,0.5419,MEDIUM
2,8,4,8,4,4,10,8,1,2,1,2,5,10,3,7,3,2,9,10,0.5135,MEDIUM
3,3,5,1,1,7,2,4,9,7,6,5,10,7,7,1,3,6,2,5,0.463,MEDIUM
4,6,9,1,5,8,2,2,9,1,1,5,6,1,2,6,4,2,2,10,0.4038,MEDIUM
6,10,7,1,3,8,7,10,4,5,8,8,10,7,7,1,6,5,9,6,0.411,MEDIUM
7,3,6,8,6,1,5,3,3,5,7,5,1,7,10,5,9,7,2,8,0.4928,MEDIUM
6,5,2,9,3,8,8,2,2,5,9,9,2,7,1,6,9,1,2,10,0.5284,MEDIUM
8,6,6,8,1,9,3,7,8,9,7,6,1,5,5,5,2,5,5,3,0.5086,MEDIUM
10,5,3,7,8,1,9,9,1,6,1,2,6,2,4,8,9,7,3,7,0.5839,MEDIUM
9,5,10,8,1,5,3,5,2,7,10,9,2,5,3,1,8,7,9,2,0.4644,MEDIUM
8,1,1,7,9,2,5,4,7,6,10,8,3,4,10,8,7,7,2,1,0.5504,MEDIUM
6,5,2,8,2,6,1,1,8,7,1,2,8,6,2,9,1,1,8,8,0.5314,MEDIUM
9,5,3,9,5,6,6,8,7,2,9,7,8,8,1,7,7,8,3,2,0.6157,HIGH
10,3,3,9,4,5,10,2,5,4,1,10,3,2,6,3,8,3,6,10,0.4264,MEDIUM
8,9,4,4,7,8,5,1,9,10,2,3,1,6,10,10,5,5,8,7,0.5368,MEDIUM
10,9,9,1,2,3,3,6,7,3,1,9,4,7,2,1,9,9,1,3,0.3741,MEDIUM
6,8,1,2,7,3,1,7,4,8,1,4,6,6,10,6,10,2,6,2,0.4781,MEDIUM
7,8,7,2,7,7,3,10,7,6,9,7,4,7,1,3,6,4,7,9,0.6108,HIGH
8,4,3,1,10,3,3,6,5,6,1,9,1,7,10,5,1,10,8,9,0.4659,MEDIUM
8,4,9,8,2,9,4,5,2,1,1,1,7,7,6,9,5,9,5,4,0.4524,MEDIUM
10,4,1,1,5,7,1,4,6,7,1,9,10,8,1,7,5,10,4,8,0.6922,HIGH
6,10,1,5,5,8,10,1,6,9,4,1,5,8,1,3,8,9,10,1,0.6108,HIGH
3,8,7,5,6,2,4,1,1,6,1,2,10,9,6,8,6,5,8,4,0.4094,MEDIUM
9,9,1,9,5,3,8,5,1,7,3,9,3,9,6,1,8,3,6,6,0.472,MEDIUM
4,3,1,6,3,9,6,2,6,6,1,2,4,6,3,5,8,2,2,8,0.491,MEDIUM
9,9,8,6,1,6,2,4,10,2,9,5,2,9,1,6,2,5,2,3,0.4883,MEDIUM
1,1,8,5,1,5,6,2,6,7,10,10,4,4,3,8,7,10,3,7,0.4951,MEDIUM
9,10,10,5,8,4,9,8,10,4,1,10,3,6,3,4,10,1,7,1,0.4017,MEDIUM
6,7,4,7,1,8,2,3,5,2,4,8,4,10,5,10,2,3,6,9,0.4631,MEDIUM
2,10,4,7,7,10,5,4,7,5,4,7,6,4,2,5,6,10,5,6,0.5002,MEDIUM
7,9,2,6,1,9,10,6,2,5,7,4,2,9,8,10,9,10,8,7,0.5189,MEDIUM
4,4,1,3,4,1,5,3,4,4,4,9,9,4,2,10,7,1,3,6,0.4167,MEDIUM
1,10,3,8,1,5,1,1,5,4,9,7,7,7,9,5,8,1,8,3,0.4306,MEDIUM
7,1,3,8,6,8,9,10,7,7,4,7,9,1,6,4,8,4,9,1,0.538,MEDIUM
9,9,3,4,4,1,10,8,1,2,10,10,9,3,5,8,8,1,8,6,0.4717,MEDIUM
2,9,7,3,2,1,10,9,7,4,7,8,9,3,9,2,7,9,10,7,0.4706,MEDIUM
1,1,7,7,9,9,2,3,8,10,1,5,3,6,3,9,5,7,6,9,0.5879,MEDIUM
1,7,9,2,8,10,3,3,5,2,10,10,8,10,8,1,4,2,1,9,0.4207,MEDIUM
1,9,4,5,9,1,10,9,6,5,5,9,8,9,10,1,5,9,4,4,0.4311,MEDIUM
5,7,6,9,7,8,3,7,1,3,2,4,2,9,1,7,7,7,5,1,0.5411,MEDIUM
6,10,10,8,5,4,1,9,8,9,1,4,8,9,3,6,4,8,2,3,0.5419,MEDIUM
7,9,9,8,1,5,2,6,6,8,9,2,4,8,4,2,5,3,2,8,0.5353,MEDIUM
6,7,3,5,8,10,10,5,5,4,4,2,8,9,3,8,4,1,6,10,0.5915,MEDIUM
8,7,7,3,1,9,5,1,8,9,5,7,5,1,2,6,8,8,5,7,0.456,MEDIUM
7,3,2,10,10,8,9,6,7,6,3,6,6,5,3,5,6,9,7,7,0.6681,HIGH
8,3,10,3,10,10,1,8,3,3,7,8,10,5,1,7,1,2,6,5,0.591,MEDIUM
2,4,9,3,8,4,9,7,9,9,4,4,10,3,4,9,10,9,7,3,0.5361,MEDIUM
3,6,5,7,9,7,3,10,7,7,2,1,4,6,7,6,8,5,9,1,0.5793,MEDIUM
9,5,4,8,2,5,10,3,7,3,8,4,6,1,7,1,1,2,3,7,0.4218,MEDIUM
7,5,7,1,10,7,2,5,10,1,10,2,1,1,10,2,7,7,6,10,0.5138,MEDIUM
6,5,6,5,4,1,1,2,8,9,5,7,3,8,5,3,1,6,3,3,0.4763,MEDIUM
6,9,10,9,8,4,1,8,4,3,2,7,7,6,7,10,2,1,8,1,0.539,MEDIUM
9,7,2,2,8,2,4,5,1,3,6,1,1,7,5,3,3,8,7,5,0.4463,MEDIUM
4,5,10,5,7,6,3,7,6,1,6,4,5,8,8,5,2,2,7,1,0.3725,MEDIUM
3,9,6,10,6,4,9,9,8,6,6,10,9,8,6,10,3,1,5,2,0.4844,MEDIUM
6,6,3,9,3,4,1,2,7,5,4,1,4,3,10,8,8,5,5,5,0.54,MEDIUM
4,4,3,10,5,6,8,9,7,8,5,1,5,8,8,3,5,7,5,10,0.5908,MEDIUM
8,3,9,4,5,2,10,1,7,8,2,1,1,10,10,8,9,5,5,3,0.5026,MEDIUM
10,9,3,10,10,4,2,7,5,3,2,3,9,3,7,6,9,6,10,8,0.5742,MEDIUM
1,3,5,9,10,2,1,6,6,8,10,10,10,2,6,9,5,4,5,6,0.5999,MEDIUM
7,6,2,3,4,5,4,5,5,1,8,1,9,1,7,4,2,4,10,6,0.4702,MEDIUM
10,5,4,6,8,9,5,6,10,1,8,4,2,3,9,3,2,2,2,3,0.5299,MEDIUM
7,5,3,2,9,2,6,5,5,8,9,9,10,4,8,8,1,8,1,6,0.5741,MEDIUM
1,8,1,10,6,1,7,3,7,4,3,8,7,3,5,4,3,7,6,8,0.4082,MEDIUM
3,1,8,10,9,1,5,8,1,8,9,10,4,8,10,9,8,8,6,3,0.5114,MEDIUM
4,10,10,10,7,4,7,10,2,9,5,6,5,5,2,10,9,4,9,6,0.5844,MEDIUM
8,10,3,9,3,7,3,10,1,2,7,6,2,6,10,10,6,3,8,5,0.4845,MEDIUM
8,9,8,2,6,6,4,4,4,2,8,10,4,2,4,5,8,6,7,2,0.4093,MEDIUM
10,7,2,8,7,6,1,3,2,1,1,1,3,8,9,7,5,10,10,6,0.5677,MEDIUM
9,8,1,1,6,2,3,6,4,9,1,7,4,2,10,1,6,4,8,7,0.3454,LOW
10,4,3,9,8,10,3,8,5,7,3,3,7,9,10,8,6,4,2,2,0.6106,HIGH
6,3,5,4,9,8,3,1,8,6,8,10,4,2,5,5,5,10,5,2,0.4835,MEDIUM
10,10,7,5,6,10,7,3,5,4,9,5,1,10,3,8,8,2,6,8,0.5247,MEDIUM
4,7,9,6,1,8,1,6,2,9,3,6,2,2,1,4,2,9,7,8,0.5244,MEDIUM
3,1,8,6,10,2,5,5,6,7,7,2,10,7,7,8,7,1,2,6,0.4997,MEDIUM
1,5,4,5,1,2,1,3,7,6,6,8,7,5,8,6,7,7,6,8,0.5103,MEDIUM
4,3,10,8,8,5,2,1,6,1,7,9,6,10,1,3,4,4,1,10,0.4777,MEDIUM
5,7,3,2,5,8,1,7,2,7,6,4,8,4,1,6,4,5,3,9,0.5444,MEDIUM
10,1,8,9,2,7,3,10,4,1,10,7,2,6,1,8,2,1,7,7,0.5927,MEDIUM
2,7,10,1,4,7,8,1,6,10,1,5,2,2,8,10,8,8,10,7,0.4358,MEDIUM
4,2,10,10,5,7,8,1,10,10,7,1,9,8,5,10,7,2,3,3,0.6062,HIGH
10,9,4,1,9,8,9,9,5,8,8,10,9,9,9,3,5,4,8,6,0.5721,MEDIUM
10,7,9,7,9,7,3,8,5,9,3,4,1,1,10,8,2,6,5,8,0.4923,MEDIUM
6,10,6,1,2,4,4,7,8,3,2,2,6,7,8,9,2,5,1,9,0.4033,MEDIUM
3,9,3,5,7,5,10,2,4,8,2,7,6,1,10,5,3,4,2,6,0.2844,LOW
10,7,4,8,9,2,4,2,10,2,6,2,9,2,4,7,10,1,1,5,0.5114,MEDIUM
8,10,1,5,7,5,5,10,5,1,6,9,2,6,2,10,4,10,5,3,0.6457,HIGH
8,9,10,2,2,10,3,7,9,10,1,1,10,9,7,1,7,9,2,5,0.5887,MEDIUM
5,2,7,7,7,2,2,8,8,3,10,5,3,1,7,8,1,9,1,6,0.4515,MEDIUM
9,6,9,3,5,1,5,10,8,8,10,6,8,3,5,1,1,4,1,4,0.3915,MEDIUM
2,6,2,9,7,2,8,6,10,9,10,7,3,3,5,10,5,8,7,5,0.5915,MEDIUM
2,10,5,10,6,9,4,3,6,2,10,10,1,2,1,3,7,4,4,5,0.4608,MEDIUM
10,3,3,8,8,8,1,9,6,10,5,3,7,9,3,4,10,6,6,5,0.7608,HIGH
4,5,5,9,3,2,4,9,1,2,2,6,6,8,7,10,5,2,6,2,0.4287,MEDIUM
4,10,9,6,6,4,3,4,8,6,1,9,4,10,8,4,2,8,6,3,0.395,MEDIUM
6,3,4,3,5,4,5,3,2,4,10,6,8,10,7,6,7,3,9,1,0.5187,MEDIUM
8,4,4,6,1,1,7,5,6,6,9,1,5,9,3,10,5,1,8,9,0.5868,MEDIUM
3,9,7,3,6,6,9,8,3,10,4,8,1,7,3,6,9,8,4,7,0.3779,MEDIUM
1,9,1,6,6,9,3,3,7,3,4,2,7,8,6,1,2,2,6,4,0.4519,MEDIUM
3,8,1,4,5,2,5,8,8,6,7,9,9,7,4,8,2,4,8,10,0.5159,MEDIUM
10,9,8,1,9,1,6,4,9,3,9,10,9,2,3,3,4,10,7,6,0.4848,MEDIUM
8,6,4,8,7,5,5,6,2,3,6,7,3,3,3,1,9,4,5,7,0.6027,HIGH
5,5,3,10,10,7,2,4,9,1,8,2,9,7,1,7,10,10,4,10,0.7536,HIGH
10,5,6,2,1,7,9,4,9,3,10,3,2,7,3,10,9,7,1,5,0.5208,MEDIUM
3,8,9,6,8,2,1,4,7,4,1,6,7,10,6,7,3,6,1,10,0.5035,MEDIUM
7,10,5,2,3,4,6,3,9,9,9,10,10,1,9,9,9,7,1,9,0.5026,MEDIUM
2,2,1,8,2,5,10,3,4,7,1,4,7,9,1,9,6,9,9,5,0.589,MEDIUM
5,5,4,8,3,2,4,3,7,8,8,7,4,9,4,2,10,2,9,1,0.5354,MEDIUM
5,4,9,5,4,1,10,8,10,8,6,7,9,5,3,2,9,2,9,1,0.56,MEDIUM
2,9,8,5,8,3,10,2,4,2,2,3,7,6,10,8,5,7,1,4,0.2937,LOW
1,3,4,2,3,2,8,9,2,8,1,5,3,4,3,8,6,9,9,9,0.5078,MEDIUM
2,2,9,6,10,3,1,7,4,1,5,2,7,6,3,8,3,7,2,9,0.5074,MEDIUM
10,2,1,10,6,4,2,1,1,2,8,10,3,6,2,4,7,3,3,4,0.5222,MEDIUM
9,1,2,4,8,1,3,1,10,9,2,10,5,1,2,5,7,10,7,2,0.5077,MEDIUM
4,7,1,8,8,3,8,3,1,5,6,1,10,9,1,7,4,6,4,4,0.5333,MEDIUM
4,6,1,2,7,3,7,3,6,2,1,5,10,5,7,2,8,4,1,6,0.3938,MEDIUM
2,6,2,4,4,3,1,10,7,8,4,1,10,3,5,1,8,5,2,4,0.5668,MEDIUM
6,10,7,7,6,4,4,10,1,4,7,4,9,6,8,5,4,4,10,2,0.5201,MEDIUM
10,6,9,1,1,1,9,5,2,7,3,7,8,6,1,2,5,7,9,4,0.3613,MEDIUM
2,5,7,6,1,1,4,10,5,6,6,9,5,7,5,3,1,2,9,2,0.3966,MEDIUM
10,1,3,4,3,1,2,7,6,2,10,9,9,10,1,7,1,10,2,8,0.5772,MEDIUM
6,1,8,6,2,10,3,7,8,8,6,1,5,7,2,7,3,3,9,5,0.5719,MEDIUM
4,10,7,6,7,9,9,8,3,1,3,1,5,9,8,2,1,4,7,6,0.408,MEDIUM
4,5,8,7,5,2,5,5,3,8,2,10,8,5,6,4,2,5,6,10,0.4154,MEDIUM
6,6,1,9,1,1,3,10,1,7,10,6,5,8,4,6,7,5,3,8,0.6637,HIGH
3,10,5,4,7,2,1,10,1,10,9,3,5,6,1,9,2,5,7,5,0.5729,MEDIUM
8,1,3,4,7,1,8,5,2,8,1,7,1,3,3,6,3,6,6,4,0.3782,MEDIUM
2,4,5,2,8,7,3,3,9,1,10,6,5,2,8,6,5,1,2,7,0.4163,MEDIUM
4,8,10,1,6,9,5,9,3,9,2,8,4,10,4,4,10,7,10,2,0.5409,MEDIUM
1,9,3,10,7,6,7,2,3,1,7,5,7,5,7,8,7,5,8,9,0.5835,MEDIUM
6,7,3,6,1,9,5,6,1,2,5,4,10,10,10,3,6,8,1,10,0.4366,MEDIUM
10,3,9,7,2,1,3,9,6,6,2,5,4,9,3,6,6,3,1,4,0.4137,MEDIUM
3,9,7,6,10,2,9,2,10,9,1,6,3,9,4,10,1,6,4,1,0.5026,MEDIUM
7,8,4,1,9,4,1,4,9,9,5,1,2,7,8,8,7,10,3,2,0.5711,MEDIUM
10,2,1,6,1,8,2,10,8,1,10,6,8,5,5,6,5,1,7,10,0.6042,HIGH
2,5,4,9,8,7,8,4,9,5,4,2,6,6,7,8,7,10,6,10,0.6325,HIGH
8,10,3,10,7,3,7,4,3,8,4,3,5,4,8,1,4,10,2,10,0.3779,MEDIUM
1,6,7,7,6,2,5,2,4,5,4,1,8,7,9,4,3,10,9,8,0.4835,MEDIUM
7,9,2,7,1,6,2,10,2,8,1,3,5,3,4,7,4,8,5,4,0.5298,MEDIUM
8,4,9,1,2,4,2,9,5,4,5,2,4,6,8,2,7,9,3,7,0.5147,MEDIUM
2,2,2,5,8,7,3,1,8,4,5,8,9,8,4,6,5,2,5,6,0.4983,MEDIUM
6,7,5,8,4,2,2,7,9,9,6,10,3,7,7,4,8,1,1,9,0.4923,MEDIUM
9,10,5,4,9,4,1,2,5,9,6,8,9,2,7,6,7,1,9,9,0.4908,MEDIUM
1,5,2,9,10,1,3,5,5,7,3,9,9,3,7,2,8,4,5,7,0.4991,MEDIUM
1,9,8,4,7,4,2,5,10,4,2,9,2,4,8,3,3,10,4,9,0.3586,MEDIUM
1,5,6,1,4,1,9,4,5,10,2,2,7,5,8,7,5,10,3,8,0.417,MEDIUM
4,9,7,9,2,4,4,8,3,3,8,9,2,9,2,6,6,4,10,3,0.4324,MEDIUM
